101;D0037135;172.16.223.66;SB-FBP107;SB-FBP-EXA07;SB-FBP107;;EVS XTAccess 07;https://SB-FBP107-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;EVS XTAccess;B;;24;441;1;Ausfallsicherheit;FBP.ESW.B4;3;;22;;;;;;;;;;;;;;
102;D0037136;;SB-FBP107;SB-FBP-EXA07;SB-FBP107;;EVS XTAccess 07;;;;;;;;;;;;;;;;;;;;;;24;441;2;;FBP.ESW.B3;3;;22;;;;;;;;;;;;;;
103;D0037137;172.16.226.107;SB-FBP107;SB-FBP-EXA07;SB-FBP107;;EVS XTAccess 07;;;;;;;;;;;;;;;;;;;;;;24;444;5;;FBP.ISISB2;1;;6;;;;;;;;;;;;;;
104;D0037138;172.16.227.107;SB-FBP107;SB-FBP-EXA07;SB-FBP107;;EVS XTAccess 07;;;;;;;;;;;;;;;;;;;;;;24;445;6;;FBP.ISISB2;2;;6;;;;;;;;;;;;;;
105;D0036970;172.16.223.67;SB-FBP108;SB-FBP-EXA08;SB-FBP108;;EVS XTAccess 08;https://SB-FBP108-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;EVS XTAccess;B;;24;441;1;Ausfallsicherheit;FBP.ESW.B4;4;;22;;;;;;;;;;;;;;
106;D0036971;;SB-FBP108;SB-FBP-EXA08;SB-FBP108;;EVS XTAccess 08;;;;;;;;;;;;;;;;;;;;;;24;441;2;;FBP.ESW.B3;4;;22;;;;;;;;;;;;;;
107;D0036972;172.16.226.108;SB-FBP108;SB-FBP-EXA08;SB-FBP108;;EVS XTAccess 08;;;;;;;;;;;;;;;;;;;;;;24;444;5;;FBP.ISISB1;1;;7;;;;;;;;;;;;;;
108;D0036973;172.16.227.108;SB-FBP108;SB-FBP-EXA08;SB-FBP108;;EVS XTAccess 08;;;;;;;;;;;;;;;;;;;;;;24;445;6;;FBP.ISISB1;2;;7;;;;;;;;;;;;;;
109;D0037139;172.16.223.68;SB-FBP109;SB-FBP-EXA09;SB-FBP109;;EVS XTAccess 09;https://SB-FBP109-ILO.rbb-online.de/;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;07.12.2016;EVS XTAccess;B;;24;441;1;Ausfallsicherheit;FBP.ESW.B4;3;;23;;;;;;;;;;;;;;
110;D0037140;;SB-FBP109;SB-FBP-EXA09;SB-FBP109;;EVS XTAccess 09;;;;;;;;;;;;;;;;;;;;;;24;441;2;;FBP.ESW.B3;3;;23;;;;;;;;;;;;;;
