377;ZZ9740;192.168.15.126;SP-FBP104;SP-FBP-EXA09;SP-FBP104;10002 DL;EVS XTAccess 09;https://SP-FBP104-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;EVS XTAccess;B;;24;555;1;Ausfallsicherheit;FBP.ESW.4;4;;18;;;;;;;;;;
378;ZV8812;;SP-FBP104;SP-FBP-EXA09;SP-FBP104;10002 DL;EVS XTAccess 09;;;;;;;;;;;;;;;;;;;;;;24;555;2;;FBP.ESW.3;4;;18;;;;;;;;;;
379;ZV8875;192.168.21.30;SP-FBP104;SP-FBP-EXA09;SP-FBP104;10002 DL;EVS XTAccess 09;;;;;;;;;;;;;;;;;;;;;;24;561;5;;FBP.ISIS2;1;;5;;;;;;;;;;
380;ZV8877;192.168.22.30;SP-FBP104;SP-FBP-EXA09;SP-FBP104;10002 DL;EVS XTAccess 09;;;;;;;;;;;;;;;;;;;;;;24;562;6;;FBP.ISIS2;2;;5;;;;;;;;;;
381;ZZ9741;192.168.15.127;SP-FBP031;SP-FBP-VAU01;SP-FBP031;10002 DL;VPMS Admin Unit 01;https://SP-FBP031-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;VPMS AdminUnit;A;;24;555;1;Ausfallsicherheit;FBP.ESW.4;4;;21;;;;;;;;;;
382;ZV8813;;SP-FBP031;SP-FBP-VAU01;SP-FBP031;10002 DL;VPMS Admin Unit 01;;;;;;;;;;;;;;;;;;;;;;24;555;2;;FBP.ESW.3;4;;21;;;;;;;;;;
383;ZZ9743;192.168.18.21;SP-FBP031;SP-FBP-VAU01;SP-FBP031;10002 DL;VPMS Admin Unit 01;;;;;;;;;;;;;;;;;;;;;;24;558;5;Ausfallsicherheit;FBP.ESW.4;4;;40;;;;;;;;;;
384;ZV8815;;SP-FBP031;SP-FBP-VAU01;SP-FBP031;10002 DL;VPMS Admin Unit 01;;;;;;;;;;;;;;;;;;;;;;24;558;6;;FBP.ESW.3;4;;40;;;;;;;;;;
385;ZZ9752;192.168.15.128;SP-FBP032;SP-FBP-VAU02;SP-FBP032;10002 DL;VPMS Admin Unit 02;https://SP-FBP032-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;VPMS AdminUnit;A;;24;555;1;Ausfallsicherheit;FBP.ESW.4;7;;21;;;;;;;;;;
386;ZV8824;;SP-FBP032;SP-FBP-VAU02;SP-FBP032;10002 DL;VPMS Admin Unit 02;;;;;;;;;;;;;;;;;;;;;;24;555;2;;FBP.ESW.3;7;;21;;;;;;;;;;
387;ZZ9754;192.168.18.22;SP-FBP032;SP-FBP-VAU02;SP-FBP032;10002 DL;VPMS Admin Unit 02;;;;;;;;;;;;;;;;;;;;;;24;558;5;Ausfallsicherheit;FBP.ESW.4;7;;40;;;;;;;;;;
388;ZV8826;;SP-FBP032;SP-FBP-VAU02;SP-FBP032;10002 DL;VPMS Admin Unit 02;;;;;;;;;;;;;;;;;;;;;;24;558;6;;FBP.ESW.3;7;;40;;;;;;;;;;
389;ZZ9742;192.168.15.129;SP-FBP033;SP-FBP-VEC01;SP-FBP033;10002 DL;VPMS Encoder 01;https://SP-FBP033-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;VPMS Encoder;A;;24;555;1;Ausfallsicherheit;FBP.ESW.4;4;;22;;;;;;;;;;
390;ZV8814;;SP-FBP033;SP-FBP-VEC01;SP-FBP033;10002 DL;VPMS Encoder 01;;;;;;;;;;;;;;;;;;;;;;24;555;2;;FBP.ESW.3;4;;22;;;;;;;;;;
391;ZZ9753;192.168.15.130;SP-FBP034;SP-FBP-VEC02;SP-FBP034;10002 DL;VPMS Encoder 02;https://SP-FBP034-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;VPMS Encoder;A;;24;555;1;Ausfallsicherheit;FBP.ESW.4;7;;22;;;;;;;;;;
392;ZV8825;;SP-FBP034;SP-FBP-VEC02;SP-FBP034;10002 DL;VPMS Encoder 02;;;;;;;;;;;;;;;;;;;;;;24;555;2;;FBP.ESW.3;7;;22;;;;;;;;;;
393;ZV8852;192.168.15.131;SP-FBP105;SP-FBP-EXA02;SP-FBP105;50406 DL;EVS XTAccess 02;https://SP-FBP105-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;EVS XTAccess;B;;24;555;1;Ausfallsicherheit;FBP.ESW.4;7;;18;;;;;;;;;;
394;VV8875;;SP-FBP105;SP-FBP-EXA02;SP-FBP105;50406 DL;EVS XTAccess 02;;;;;;;;;;;;;;;;;;;;;;24;555;2;;FBP.ESW.3;7;;18;;;;;;;;;;
395;VV8903;192.168.21.31;SP-FBP105;SP-FBP-EXA02;SP-FBP105;50406 DL;EVS XTAccess 02;;;;;;;;;;;;;;;;;;;;;;24;561;5;;FBP.ISIS1;1;;6;;;;;;;;;;
396;VV8908;192.168.22.31;SP-FBP105;SP-FBP-EXA02;SP-FBP105;50406 DL;EVS XTAccess 02;;;;;;;;;;;;;;;;;;;;;;24;562;6;;FBP.ISIS1;2;;6;;;;;;;;;;
397;ZV8833;192.168.15.132;SP-FBP106;SP-FBP-EXA04;SP-FBP106;50406 DL;EVS XTAccess 04;https://SP-FBP106-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;EVS XTAccess;B;;24;555;1;Ausfallsicherheit;FBP.ESW.4;4;;19;;;;;;;;;;
398;VV8856;;SP-FBP106;SP-FBP-EXA04;SP-FBP106;50406 DL;EVS XTAccess 04;;;;;;;;;;;;;;;;;;;;;;24;555;2;;FBP.ESW.3;4;;19;;;;;;;;;;
399;VV8927;192.168.21.32;SP-FBP106;SP-FBP-EXA04;SP-FBP106;50406 DL;EVS XTAccess 04;;;;;;;;;;;;;;;;;;;;;;24;561;5;;FBP.ISIS3;1;;4;;;;;;;;;;
400;VV8931;192.168.22.32;SP-FBP106;SP-FBP-EXA04;SP-FBP106;50406 DL;EVS XTAccess 04;;;;;;;;;;;;;;;;;;;;;;24;562;6;;FBP.ISIS3;2;;4;;;;;;;;;;
401;ZV8853;192.168.15.133;SP-FBP107;SP-FBP-EXA06;SP-FBP107;50406 DL;EVS XTAccess 06;https://SP-FBP107-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;EVS XTAccess;B;;24;555;1;Ausfallsicherheit;FBP.ESW.4;7;;19;;;;;;;;;;
402;VV8876;;SP-FBP107;SP-FBP-EXA06;SP-FBP107;50406 DL;EVS XTAccess 06;;;;;;;;;;;;;;;;;;;;;;24;555;2;;FBP.ESW.3;7;;19;;;;;;;;;;
403;VV8913;192.168.21.33;SP-FBP107;SP-FBP-EXA06;SP-FBP107;50406 DL;EVS XTAccess 06;;;;;;;;;;;;;;;;;;;;;;24;561;5;;FBP.ISIS2;1;;6;;;;;;;;;;
404;VV8924;192.168.22.33;SP-FBP107;SP-FBP-EXA06;SP-FBP107;50406 DL;EVS XTAccess 06;;;;;;;;;;;;;;;;;;;;;;24;562;6;;FBP.ISIS2;2;;6;;;;;;;;;;
405;ZV8834;192.168.15.134;SP-FBP108;SP-FBP-EXA08;SP-FBP108;50406 DL;EVS XTAccess 08;https://SP-FBP108-ILO.rbb-online.de;;;;;;;;;;;;;;16.12.2016;TPS_FBP;Echtzeitsuche;;EVS XTAccess;B;;24;555;1;Ausfallsicherheit;FBP.ESW.4;4;;20;;;;;;;;;;
406;VV8857;;SP-FBP108;SP-FBP-EXA08;SP-FBP108;50406 DL;EVS XTAccess 08;;;;;;;;;;;;;;;;;;;;;;24;555;2;;FBP.ESW.3;4;;20;;;;;;;;;;
407;VV9020;192.168.21.34;SP-FBP108;SP-FBP-EXA08;SP-FBP108;50406 DL;EVS XTAccess 08;;;;;;;;;;;;;;;;;;;;;;24;561;5;;FBP.ISIS1;1;;7;;;;;;;;;;
